val_acc,val_loss,step,epoch,train_epoch_time,train_loss
0.4746493995189667,1.5320621728897095,80,0,,
,,80,0,5.981218338012695,1.6123859882354736
0.5053937435150146,1.5298503637313843,161,1,,
,,161,1,11.920485496520996,1.558648705482483
0.5571736693382263,1.478243350982666,242,2,,
,,242,2,11.398219108581543,1.5421251058578491
0.5582524538040161,1.4558037519454956,323,3,,
,,323,3,11.81582260131836,1.4979444742202759
0.446601927280426,1.56538987159729,404,4,,
,,404,4,11.800032615661621,1.45891273021698
0.4670981764793396,1.5472991466522217,485,5,,
,,485,5,11.7398681640625,1.5683765411376953
0.4778856635093689,1.5373170375823975,566,6,,
,,566,6,11.765982627868652,1.5564088821411133
0.48381876945495605,1.545064926147461,647,7,,
,,647,7,11.754022598266602,1.5456738471984863
0.4886731505393982,1.5397686958312988,728,8,,
,,728,8,11.471250534057617,1.5368928909301758
0.4530744254589081,1.5571483373641968,809,9,,
,,809,9,11.502054214477539,1.523677110671997
0.4681769013404846,1.5524953603744507,890,10,,
,,890,10,10.611894607543945,1.5052896738052368
0.4676375389099121,1.5525503158569336,971,11,,
,,971,11,13.066638946533203,1.5067213773727417
0.4681769013404846,1.5591611862182617,1052,12,,
,,1052,12,11.742066383361816,1.49607253074646
0.47087377309799194,1.5754064321517944,1133,13,,
,,1133,13,12.029483795166016,1.5041524171829224
0.48381876945495605,1.5329846143722534,1214,14,,
,,1214,14,11.288394927978516,1.5171551704406738
0.5323624610900879,1.4909037351608276,1295,15,,
,,1295,15,11.800621032714844,1.4304211139678955
0.5366774797439575,1.4958425760269165,1376,16,,
,,1376,16,12.360942840576172,1.4290045499801636
0.5118662118911743,1.5253510475158691,1457,17,,
,,1457,17,11.559943199157715,1.420569658279419
0.48327940702438354,1.5428080558776855,1538,18,,
,,1538,18,11.396039962768555,1.4320939779281616
0.48112189769744873,1.53852117061615,1619,19,,
,,1619,19,12.34381103515625,1.4651845693588257
0.508090615272522,1.5171996355056763,1700,20,,
,,1700,20,12.717320442199707,1.4511595964431763
0.5048543810844421,1.5336558818817139,1781,21,,
,,1781,21,11.417536735534668,1.4460629224777222
0.507011890411377,1.5140339136123657,1862,22,,
,,1862,22,11.594717025756836,1.4487119913101196
0.5107874870300293,1.5242589712142944,1943,23,,
,,1943,23,11.497152328491211,1.4438074827194214
0.5,1.5226839780807495,2024,24,,
,,2024,24,11.285414695739746,1.4457366466522217
0.5296655893325806,1.5027374029159546,2105,25,,
,,2105,25,11.287089347839355,1.4341365098953247
0.5140237212181091,1.4997276067733765,2186,26,,
,,2186,26,9.077640533447266,1.4374382495880127
0.5215749740600586,1.509040355682373,2267,27,,
,,2267,27,11.859964370727539,1.4329807758331299
0.5242718458175659,1.5006028413772583,2348,28,,
,,2348,28,12.581768989562988,1.418102741241455
0.6596547961235046,1.391423225402832,2429,29,,
,,2429,29,13.696514129638672,1.4061546325683594
0.6175836324691772,1.4066781997680664,2510,30,,
,,2510,30,12.262663841247559,1.300378441810608
0.6321467161178589,1.3878198862075806,2591,31,,
,,2591,31,11.344891548156738,1.2766567468643188
0.646170437335968,1.3788793087005615,2672,32,,
,,2672,32,11.22758960723877,1.2727646827697754
0.6725997924804688,1.3718674182891846,2753,33,,
,,2753,33,11.43796157836914,1.2660566568374634
0.6353829503059387,1.377787470817566,2834,34,,
,,2834,34,11.585529327392578,1.2647693157196045
0.6526429057121277,1.3711462020874023,2915,35,,
,,2915,35,10.830977439880371,1.258991003036499
0.5043150186538696,1.521081566810608,2996,36,,
,,2996,36,11.10545825958252,1.302897334098816
0.4865156412124634,1.5362714529037476,3077,37,,
,,3077,37,11.263849258422852,1.4357788562774658
0.6396979689598083,1.3856631517410278,3158,38,,
,,3158,38,11.358707427978516,1.3193720579147339
0.6440129280090332,1.376147747039795,3239,39,,
,,3239,39,11.66917610168457,1.2620073556900024
0.6574972867965698,1.3659553527832031,3320,40,,
,,3320,40,11.247536659240723,1.2617801427841187
0.6504854559898376,1.3760496377944946,3401,41,,
,,3401,41,10.584259033203125,1.2590742111206055
0.6984897255897522,1.379240870475769,3482,42,,
,,3482,42,13.9652099609375,1.2575809955596924
0.6688241362571716,1.3753678798675537,3563,43,,
,,3563,43,14.719894409179688,1.252631425857544
0.7335490584373474,1.3632683753967285,3644,44,,
,,3644,44,14.832916259765625,1.251529574394226
0.6893203854560852,1.3511863946914673,3725,45,,
,,3725,45,15.184758186340332,1.2501729726791382
0.7335490584373474,1.3589458465576172,3806,46,,
,,3806,46,15.095474243164062,1.2495083808898926
0.7265372276306152,1.3623638153076172,3887,47,,
,,3887,47,15.031742095947266,1.2553904056549072
0.7292340993881226,1.3533729314804077,3968,48,,
,,3968,48,14.5130033493042,1.245326042175293
0.7233009934425354,1.348127841949463,4049,49,,
,,4049,49,14.379822731018066,1.243725299835205
0.6785328984260559,1.356048822402954,4130,50,,
,,4130,50,15.371058464050293,1.2424486875534058
0.736785352230072,1.3466782569885254,4211,51,,
,,4211,51,15.06578540802002,1.2422685623168945
0.7222222089767456,1.3240317106246948,4292,52,,
,,4292,52,14.805147171020508,1.242100715637207
0.7454153299331665,1.3311285972595215,4373,53,,
,,4373,53,13.779205322265625,1.2436062097549438
0.6941747665405273,1.3380992412567139,4454,54,,
,,4454,54,15.09902572631836,1.237153172492981
0.7254584431648254,1.3248894214630127,4535,55,,
,,4535,55,14.621782302856445,1.2392253875732422
0.7081984877586365,1.3284698724746704,4616,56,,
,,4616,56,15.026154518127441,1.236371397972107
0.7416396737098694,1.3083550930023193,4697,57,,
,,4697,57,14.677650451660156,1.2314218282699585
0.7270765900611877,1.320306420326233,4778,58,,
,,4778,58,14.118955612182617,1.233832597732544
0.7276159524917603,1.3105581998825073,4859,59,,
,,4859,59,13.954184532165527,1.2304264307022095
0.7157497406005859,1.3193109035491943,4940,60,,
,,4940,60,13.975860595703125,1.2298411130905151
0.6968716382980347,1.3366338014602661,5021,61,,
,,5021,61,12.56887149810791,1.229267954826355
0.7313916087150574,1.3022767305374146,5102,62,,
,,5102,62,12.476348876953125,1.2286615371704102
0.7513484358787537,1.2932547330856323,5183,63,,
,,5183,63,13.107138633728027,1.2324424982070923
0.7481122016906738,1.2950509786605835,5264,64,,
,,5264,64,12.883177757263184,1.2282360792160034
0.7130528688430786,1.3222401142120361,5345,65,,
,,5345,65,11.38278865814209,1.227231502532959
0.7071197628974915,1.3254096508026123,5426,66,,
,,5426,66,11.284051895141602,1.2258089780807495
0.7179072499275208,1.3247839212417603,5507,67,,
,,5507,67,11.636846542358398,1.2264769077301025
0.737864077091217,1.3033959865570068,5588,68,,
,,5588,68,11.553555488586426,1.225084662437439
0.7464940547943115,1.29880690574646,5669,69,,
,,5669,69,12.419858932495117,1.223652958869934
0.7518877983093262,1.2957159280776978,5750,70,,
,,5750,70,12.027728080749512,1.2236279249191284
0.7216828465461731,1.319070816040039,5831,71,,
,,5831,71,12.971451759338379,1.2240190505981445
0.7233009934425354,1.3216655254364014,5912,72,,
,,5912,72,12.630145072937012,1.225028395652771
0.745954692363739,1.2964915037155151,5993,73,,
,,5993,73,11.82843017578125,1.2225162982940674
0.7292340993881226,1.3125743865966797,6074,74,,
