val_acc,val_loss,step,epoch,train_epoch_time,train_loss
,,6074,74,11.858955383300781,1.2213014364242554
0.7297734618186951,1.3109277486801147,6155,75,,
,,6155,75,11.488862037658691,1.217343807220459
0.7346278429031372,1.3071552515029907,6236,76,,
,,6236,76,11.154375076293945,1.215265154838562
0.7394822239875793,1.3016153573989868,6317,77,,
,,6317,77,11.545555114746094,1.2147631645202637
0.7308521866798401,1.31302011013031,6398,78,,
,,6398,78,11.856396675109863,1.2135040760040283
0.7669903039932251,1.27463698387146,6479,79,,
,,6479,79,11.654338836669922,1.2105661630630493
0.7605177760124207,1.2805479764938354,6560,80,,
,,6560,80,11.805331230163574,1.2085245847702026
0.7491909265518188,1.2940633296966553,6641,81,,
,,6641,81,12.576750755310059,1.2058426141738892
0.7373247146606445,1.3059946298599243,6722,82,,
,,6722,82,12.173623085021973,1.214811086654663
0.7384034395217896,1.3053117990493774,6803,83,,
,,6803,83,12.275582313537598,1.2240917682647705
0.7421790957450867,1.2987561225891113,6884,84,,
,,6884,84,11.41123104095459,1.2174526453018188
0.7578209042549133,1.2899020910263062,6965,85,,
,,6965,85,12.534021377563477,1.210997223854065
0.7292340993881226,1.3164209127426147,7046,86,,
,,7046,86,12.250386238098145,1.2291022539138794
0.7173678278923035,1.3160380125045776,7127,87,,
,,7127,87,11.62030029296875,1.217010259628296
0.7588996887207031,1.2844843864440918,7208,88,,
,,7208,88,11.421834945678711,1.2101718187332153
0.7740021347999573,1.267600417137146,7289,89,,
,,7289,89,12.089896202087402,1.20514714717865
0.708737850189209,1.3311767578125,7370,90,,
,,7370,90,12.71106243133545,1.2045396566390991
0.783171534538269,1.2610117197036743,7451,91,,
,,7451,91,11.870593070983887,1.2004257440567017
0.747033417224884,1.2861303091049194,7532,92,,
,,7532,92,12.130285263061523,1.1931586265563965
0.7238403558731079,1.3170697689056396,7613,93,,
,,7613,93,11.74329948425293,1.2020263671875
0.7793958783149719,1.2577519416809082,7694,94,,
,,7694,94,11.748080253601074,1.1918222904205322
0.7680690288543701,1.2709238529205322,7775,95,,
,,7775,95,12.538637161254883,1.1888597011566162
0.7756202816963196,1.2647051811218262,7856,96,,
,,7856,96,12.49567985534668,1.183409571647644
0.7788565158843994,1.2630815505981445,7937,97,,
,,7937,97,12.137955665588379,1.1909770965576172
0.7696871757507324,1.2677958011627197,8018,98,,
,,8018,98,12.484991073608398,1.2058405876159668
0.7750809192657471,1.2683007717132568,8099,99,,
,,8099,99,12.135343551635742,1.1911646127700806
