val_loss,epoch,step,train_epoch_time,train_loss
0.6919028162956238,0,17,,
,0,17,5.690392017364502,0.694469690322876
0.6912065148353577,1,35,,
,1,35,9.714710235595703,0.692354679107666
0.6912844777107239,2,53,,
,2,53,8.580118179321289,0.6911110281944275
0.691386878490448,3,71,,
,3,71,11.32785415649414,0.6908513903617859
0.6896871328353882,4,89,,
,4,89,10.679402351379395,0.6911883354187012
0.6887723207473755,5,107,,
,5,107,10.803887367248535,0.6908367276191711
0.6770280599594116,6,125,,
,6,125,11.04178237915039,0.689420759677887
0.6895633339881897,7,143,,
,7,143,11.758567810058594,0.6847921013832092
0.681763768196106,8,161,,
,8,161,10.867794036865234,0.6911932229995728
0.649298906326294,9,179,,
,9,179,11.082538604736328,0.6760410666465759
0.6480653285980225,10,197,,
,10,197,11.198192596435547,0.6583400964736938
0.6202782392501831,11,215,,
,11,215,10.989215850830078,0.6547924876213074
0.6245999336242676,12,233,,
,12,233,10.854992866516113,0.651490330696106
0.6266160011291504,13,251,,
,13,251,10.949908256530762,0.6449679136276245
0.6256199479103088,14,269,,
,14,269,10.89612102508545,0.6457187533378601
0.6161822080612183,15,287,,
,15,287,9.745820999145508,0.6312664151191711
0.6384052038192749,16,305,,
,16,305,10.596619606018066,0.6244163513183594
0.5923438668251038,17,323,,
,17,323,9.691849708557129,0.6283145546913147
0.579585075378418,18,341,,
,18,341,11.021316528320312,0.6282172203063965
0.5918089747428894,19,359,,
,19,359,10.959354400634766,0.6049883961677551
0.6021835207939148,20,377,,
,20,377,10.499214172363281,0.6131261587142944
0.6071469187736511,21,395,,
,21,395,10.706267356872559,0.6135146617889404
0.6105206608772278,22,413,,
,22,413,11.082350730895996,0.612703800201416
0.6323273181915283,23,431,,
,23,431,10.83411979675293,0.607119083404541
0.6340307593345642,24,449,,
,24,449,11.20301628112793,0.6110323071479797
0.5908071994781494,25,467,,
,25,467,11.024652481079102,0.6097478866577148
0.6244938373565674,26,485,,
,26,485,11.135973930358887,0.6108795404434204
0.6185888648033142,27,503,,
,27,503,10.810107231140137,0.6114361882209778
0.6099510192871094,28,521,,
,28,521,10.754902839660645,0.6049136519432068
0.5705236196517944,29,539,,
,29,539,11.15105152130127,0.6007781028747559
0.5829057693481445,30,557,,
,30,557,10.00112533569336,0.6051017642021179
0.5778877139091492,31,575,,
,31,575,10.127119064331055,0.6019399166107178
0.6749556064605713,32,593,,
,32,593,10.121848106384277,0.5976752638816833
0.5941264629364014,33,611,,
,33,611,10.88753890991211,0.6140373945236206
0.625310480594635,34,629,,
,34,629,11.7607421875,0.603593111038208
0.607037365436554,35,647,,
,35,647,10.935604095458984,0.6084620356559753
0.6320018172264099,36,665,,
,36,665,10.867362976074219,0.6011438369750977
0.599342942237854,37,683,,
,37,683,11.15429973602295,0.6167899966239929
0.6023695468902588,38,701,,
,38,701,10.964859008789062,0.6133648753166199
0.5914739370346069,39,719,,
,39,719,11.016515731811523,0.6015461087226868
0.6062681078910828,40,737,,
,40,737,10.647422790527344,0.6065674424171448
0.6140726804733276,41,755,,
,41,755,11.104748725891113,0.594887912273407
0.5956088900566101,42,773,,
,42,773,11.03211784362793,0.6087345480918884
0.6122534275054932,43,791,,
,43,791,11.198518753051758,0.6033320426940918
0.5938307046890259,44,809,,
,44,809,10.657381057739258,0.5999935269355774
0.6144939064979553,45,827,,
,45,827,10.013404846191406,0.6056468486785889
0.6161624789237976,46,845,,
,46,845,10.252267837524414,0.6019914746284485
0.5982325077056885,47,863,,
,47,863,10.627151489257812,0.6013133525848389
0.6079917550086975,48,881,,
,48,881,11.188676834106445,0.6015243530273438
0.5941267013549805,49,899,,
,49,899,11.01419734954834,0.6119382381439209
0.6242080926895142,50,917,,
,50,917,11.075787544250488,0.5913681387901306
0.6090455651283264,51,935,,
,51,935,11.130054473876953,0.5982277393341064
0.571419894695282,52,953,,
,52,953,10.645692825317383,0.6028238534927368
0.6065242290496826,53,971,,
,53,971,10.971627235412598,0.6010035872459412
0.6062377095222473,54,989,,
,54,989,10.967731475830078,0.5955033898353577
0.6635308861732483,55,1007,,
,55,1007,11.098409652709961,0.594718873500824
0.6020681858062744,56,1025,,
,56,1025,10.964858055114746,0.5970319509506226
0.6186621785163879,57,1043,,
,57,1043,10.64827823638916,0.5989290475845337
0.5698384046554565,58,1061,,
,58,1061,11.282119750976562,0.5945058465003967
0.5962772965431213,59,1079,,
,59,1079,10.148350715637207,0.6095508933067322
0.6033791303634644,60,1097,,
,60,1097,9.609186172485352,0.6115572452545166
0.6095919609069824,61,1115,,
,61,1115,10.672708511352539,0.6087590456008911
0.5612024664878845,62,1133,,
,62,1133,10.40240478515625,0.6081048250198364
0.6119440793991089,63,1151,,
,63,1151,10.524520874023438,0.5968125462532043
0.6044772267341614,64,1169,,
,64,1169,10.695383071899414,0.6108218431472778
0.6232436895370483,65,1187,,
,65,1187,11.04873275756836,0.6032423377037048
0.6014140844345093,66,1205,,
,66,1205,11.679908752441406,0.5920456051826477
0.6106457114219666,67,1223,,
,67,1223,10.555200576782227,0.5986508727073669
0.5483859181404114,68,1241,,
,68,1241,10.712618827819824,0.5995038747787476
0.5954905152320862,69,1259,,
,69,1259,11.020520210266113,0.5953925251960754
0.5721391439437866,70,1277,,
,70,1277,11.000014305114746,0.6061524748802185
0.6221544146537781,71,1295,,
,71,1295,10.444747924804688,0.5992255210876465
0.6091372966766357,72,1313,,
,72,1313,11.794452667236328,0.5947936773300171
0.6263735890388489,73,1331,,
,73,1331,10.924985885620117,0.5976327061653137
0.5882495641708374,74,1349,,
,74,1349,11.162412643432617,0.5998834371566772
0.5845615267753601,75,1367,,
,75,1367,10.467004776000977,0.5986236333847046
0.6259086728096008,76,1385,,
,76,1385,9.8204927444458,0.5930880904197693
0.6070562601089478,77,1403,,
,77,1403,9.983420372009277,0.5892402529716492
0.5929829478263855,78,1421,,
,78,1421,10.405731201171875,0.6013477444648743
0.5865311622619629,79,1439,,
,79,1439,11.046443939208984,0.6009197235107422
0.6022375226020813,80,1457,,
,80,1457,10.651123046875,0.5992045998573303
0.6356227993965149,81,1475,,
,81,1475,10.844207763671875,0.6065804362297058
0.5710575580596924,82,1493,,
,82,1493,10.854729652404785,0.6028813123703003
0.5898392796516418,83,1511,,
,83,1511,10.859914779663086,0.6041293740272522
0.6199281811714172,84,1529,,
,84,1529,10.578763961791992,0.5876293778419495
0.5793811082839966,85,1547,,
,85,1547,10.825004577636719,0.5931760668754578
0.6153416037559509,86,1565,,
,86,1565,11.17863941192627,0.5853150486946106
0.612299382686615,87,1583,,
,87,1583,10.807806968688965,0.5926693081855774
0.5968661904335022,88,1601,,
,88,1601,11.13470458984375,0.5936645865440369
0.6346887946128845,89,1619,,
,89,1619,10.93037223815918,0.6051804423332214
0.6021428108215332,90,1637,,
,90,1637,10.69293212890625,0.5976365208625793
0.5853409767150879,91,1655,,
,91,1655,9.666013717651367,0.6001227498054504
0.6153838038444519,92,1673,,
,92,1673,9.890227317810059,0.6019220948219299
0.5869314670562744,93,1691,,
,93,1691,10.5476655960083,0.6062683463096619
0.5849094986915588,94,1709,,
,94,1709,10.94089126586914,0.593548595905304
0.6065384149551392,95,1727,,
,95,1727,10.70369815826416,0.5860834717750549
0.5791634917259216,96,1745,,
,96,1745,10.92657470703125,0.586793839931488
0.6195716261863708,97,1763,,
,97,1763,10.754266738891602,0.6030973196029663
0.5787606835365295,98,1781,,
,98,1781,11.061968803405762,0.6029224991798401
0.5986013412475586,99,1799,,
,99,1799,10.749626159667969,0.5964035987854004
