step,epoch,val_acc,val_loss,train_loss,train_epoch_time
758,68,0.4272300601005554,1.587557077407837,,
758,68,,,1.199471116065979,12.735554695129395
769,69,0.42957746982574463,1.5876935720443726,,
769,69,,,1.1997437477111816,12.716438293457031
780,70,0.4272300601005554,1.586916446685791,,
780,70,,,1.1996220350265503,12.950613021850586
791,71,0.4272300601005554,1.5868573188781738,,
791,71,,,1.1995227336883545,13.282135009765625
802,72,0.4272300601005554,1.5869784355163574,,
802,72,,,1.2000223398208618,13.347404479980469
813,73,0.4272300601005554,1.5868090391159058,,
813,73,,,1.199255108833313,13.399291038513184
824,74,0.4272300601005554,1.586978793144226,,
824,74,,,1.1996850967407227,14.562707901000977
835,75,0.4272300601005554,1.5870921611785889,,
835,75,,,1.1997464895248413,13.528209686279297
846,76,0.44366195797920227,1.586725115776062,,
846,76,,,1.1996421813964844,13.078591346740723
857,77,0.4272300601005554,1.5867209434509277,,
857,77,,,1.1992807388305664,13.095978736877441
868,78,0.43427228927612305,1.5867948532104492,,
868,78,,,1.1992359161376953,12.706535339355469
879,79,0.4272300601005554,1.5868480205535889,,
879,79,,,1.1995034217834473,13.097146034240723
890,80,0.4272300601005554,1.5870832204818726,,
890,80,,,1.1996071338653564,13.035917282104492
901,81,0.4272300601005554,1.5867992639541626,,
901,81,,,1.1994489431381226,12.285998344421387
912,82,0.4272300601005554,1.5868613719940186,,
912,82,,,1.1995888948440552,11.443204879760742
923,83,0.4272300601005554,1.5868752002716064,,
923,83,,,1.1994484663009644,12.537046432495117
934,84,0.42957746982574463,1.5870368480682373,,
934,84,,,1.1991589069366455,12.74952220916748
945,85,0.42957746982574463,1.587105393409729,,
945,85,,,1.199486494064331,11.536310195922852
956,86,0.4272300601005554,1.5867856740951538,,
956,86,,,1.1999220848083496,11.212010383605957
967,87,0.40375587344169617,1.5867969989776611,,
967,87,,,1.199252963066101,11.622617721557617
978,88,0.4272300601005554,1.586641788482666,,
978,88,,,1.1996437311172485,11.14521312713623
989,89,0.43192487955093384,1.5844697952270508,,
989,89,,,1.1994832754135132,11.014802932739258
1000,90,0.43192487955093384,1.5850681066513062,,
1000,90,,,1.199042797088623,11.132316589355469
1011,91,0.4647887349128723,1.585703730583191,,
1011,91,,,1.2067114114761353,11.719038009643555
1022,92,0.39906102418899536,1.6099141836166382,,
1022,92,,,1.227889895439148,11.015406608581543
1033,93,0.4553990662097931,1.5628794431686401,,
1033,93,,,1.2220230102539062,11.204751014709473
1044,94,0.4225352108478546,1.6011037826538086,,
1044,94,,,1.212906002998352,11.481284141540527
1055,95,0.4272300601005554,1.5894291400909424,,
1055,95,,,1.2051130533218384,10.654067993164062
1066,96,0.4530516564846039,1.563948631286621,,
1066,96,,,1.2011303901672363,12.141546249389648
1077,97,0.43661972880363464,1.5844001770019531,,
1077,97,,,1.2016351222991943,11.591276168823242
1088,98,0.44366195797920227,1.5815423727035522,,
1088,98,,,1.1994502544403076,11.217667579650879
1099,99,0.44366195797920227,1.5756175518035889,,
1099,99,,,1.1991134881973267,11.361528396606445
