val_loss,step,epoch,train_loss,train_epoch_time
0.606132447719574,1079,59,,
,1079,59,0.5965440273284912,9.527022361755371
0.6002963781356812,1097,60,,
,1097,60,0.6014446020126343,9.349980354309082
0.5859748125076294,1115,61,,
,1115,61,0.6050926446914673,9.48280143737793
0.6189850568771362,1133,62,,
,1133,62,0.6043338775634766,9.667854309082031
0.6000946760177612,1151,63,,
,1151,63,0.6005781292915344,9.083836555480957
0.6214645504951477,1169,64,,
,1169,64,0.6027618646621704,8.89150333404541
0.6004642248153687,1187,65,,
,1187,65,0.5992171764373779,8.755616188049316
0.6177294254302979,1205,66,,
,1205,66,0.5985110998153687,9.17148208618164
0.5935004353523254,1223,67,,
,1223,67,0.5974452495574951,9.120574951171875
0.6220808029174805,1241,68,,
,1241,68,0.6057567000389099,9.006171226501465
0.6080706715583801,1259,69,,
,1259,69,0.5903391242027283,8.88779067993164
0.620893657207489,1277,70,,
,1277,70,0.5963125228881836,9.33765697479248
0.6470208168029785,1295,71,,
,1295,71,0.5926517844200134,9.282899856567383
0.6230252981185913,1313,72,,
,1313,72,0.6063175201416016,9.36404037475586
0.5996726751327515,1331,73,,
,1331,73,0.6061769723892212,9.246522903442383
0.6588407158851624,1349,74,,
,1349,74,0.5881896018981934,8.591775894165039
0.6045712232589722,1367,75,,
,1367,75,0.5919296741485596,9.275430679321289
0.598497748374939,1385,76,,
,1385,76,0.5905265808105469,9.36557388305664
0.6405742764472961,1403,77,,
,1403,77,0.5892139077186584,9.259888648986816
0.6350107192993164,1421,78,,
,1421,78,0.5940549373626709,8.886638641357422
0.6143571138381958,1439,79,,
,1439,79,0.5863192081451416,9.200947761535645
0.6287180185317993,1457,80,,
,1457,80,0.596142053604126,8.99447250366211
0.6274445652961731,1475,81,,
,1475,81,0.5956686735153198,9.251081466674805
0.6359891295433044,1493,82,,
,1493,82,0.607124924659729,9.097748756408691
0.5963830351829529,1511,83,,
,1511,83,0.5978790521621704,9.288450241088867
0.6003798842430115,1529,84,,
,1529,84,0.5943484902381897,9.60348892211914
0.5855740308761597,1547,85,,
,1547,85,0.5925189852714539,9.322699546813965
0.6205976009368896,1565,86,,
,1565,86,0.5982221364974976,8.968908309936523
0.6194377541542053,1583,87,,
,1583,87,0.6054137349128723,9.278441429138184
0.6223909854888916,1601,88,,
,1601,88,0.6125072836875916,9.600892066955566
0.5870041847229004,1619,89,,
,1619,89,0.5891658067703247,9.650980949401855
0.6092625260353088,1637,90,,
,1637,90,0.593519389629364,9.202400207519531
0.6258503794670105,1655,91,,
,1655,91,0.6051276326179504,9.644792556762695
0.6230553388595581,1673,92,,
,1673,92,0.5886855125427246,9.413435935974121
0.6410784125328064,1691,93,,
,1691,93,0.5940952897071838,9.177334785461426
0.6076666712760925,1709,94,,
,1709,94,0.5817629098892212,8.917937278747559
0.5881762504577637,1727,95,,
,1727,95,0.5873163342475891,9.18023681640625
0.6329643726348877,1745,96,,
,1745,96,0.5908061265945435,8.941642761230469
0.616184413433075,1763,97,,
,1763,97,0.5878700017929077,9.449661254882812
0.5957372188568115,1781,98,,
,1781,98,0.6028463840484619,9.444409370422363
0.6160591244697571,1799,99,,
,1799,99,0.6024914979934692,9.274585723876953
