val_loss,val_acc,epoch,step,train_loss,train_epoch_time
,,69,1329,1.2231979370117188,11.715624809265137
1.433567762374878,0.6117647290229797,70,1348,,
,,70,1348,1.23683500289917,11.260329246520996
1.2299913167953491,0.8029412031173706,71,1367,,
,,71,1367,1.3076927661895752,12.713713645935059
1.2306559085845947,0.7941176295280457,72,1386,,
,,72,1386,1.2294588088989258,11.640193939208984
1.224104642868042,0.8029412031173706,73,1405,,
,,73,1405,1.2233270406723022,12.030082702636719
1.2276362180709839,0.800000011920929,74,1424,,
,,74,1424,1.2246812582015991,12.85024356842041
1.2256046533584595,0.8058823347091675,75,1443,,
,,75,1443,1.222991943359375,12.108287811279297
1.229832410812378,0.8117647171020508,76,1462,,
,,76,1462,1.221771240234375,12.429349899291992
1.232999563217163,0.7882353067398071,77,1481,,
,,77,1481,1.222334384918213,11.521127700805664
1.2289484739303589,0.7941176295280457,78,1500,,
,,78,1500,1.2226777076721191,11.66349983215332
1.2236720323562622,0.800000011920929,79,1519,,
,,79,1519,1.2222206592559814,11.825202941894531
1.2267754077911377,0.7970588207244873,80,1538,,
,,80,1538,1.2224019765853882,11.491096496582031
1.2243633270263672,0.800000011920929,81,1557,,
,,81,1557,1.221299171447754,12.44608211517334
1.2244420051574707,0.8117647171020508,82,1576,,
,,82,1576,1.2207393646240234,11.67738151550293
1.2237554788589478,0.8029412031173706,83,1595,,
,,83,1595,1.2205370664596558,12.513951301574707
1.2237595319747925,0.8176470398902893,84,1614,,
,,84,1614,1.2205573320388794,12.355749130249023
1.2236346006393433,0.8147059082984924,85,1633,,
,,85,1633,1.220505952835083,11.99345588684082
1.2242730855941772,0.7970588207244873,86,1652,,
,,86,1652,1.2203232049942017,12.272029876708984
1.223299264907837,0.8117647171020508,87,1671,,
,,87,1671,1.2204138040542603,11.852275848388672
1.2233381271362305,0.8176470398902893,88,1690,,
,,88,1690,1.2202216386795044,12.257431030273438
1.2228776216506958,0.7941176295280457,89,1709,,
,,89,1709,1.2204711437225342,11.660026550292969
1.2228933572769165,0.8117647171020508,90,1728,,
,,90,1728,1.2204196453094482,8.770893096923828
1.223268747329712,0.8117647171020508,91,1747,,
,,91,1747,1.2199095487594604,9.227792739868164
1.2226669788360596,0.800000011920929,92,1766,,
,,92,1766,1.2203714847564697,12.048864364624023
1.223140001296997,0.8117647171020508,93,1785,,
,,93,1785,1.2201802730560303,12.173993110656738
1.22406005859375,0.7970588207244873,94,1804,,
,,94,1804,1.2216923236846924,11.821212768554688
1.2224345207214355,0.7941176295280457,95,1823,,
,,95,1823,1.2212265729904175,11.852653503417969
1.2227773666381836,0.8176470398902893,96,1842,,
,,96,1842,1.219720721244812,11.813620567321777
1.222396731376648,0.800000011920929,97,1861,,
,,97,1861,1.2209124565124512,12.970693588256836
1.2229539155960083,0.8117647171020508,98,1880,,
,,98,1880,1.2196730375289917,12.201719284057617
1.2223167419433594,0.8088235259056091,99,1899,,
,,99,1899,1.2197760343551636,11.45960521697998
