val_acc,val_loss,step,epoch,train_epoch_time,train_loss
0.8029412031173706,1.2226531505584717,1291,67,,
,,1291,67,13.190860748291016,1.2231616973876953
0.800000011920929,1.2227145433425903,1310,68,,
,,1310,68,12.946462631225586,1.2243374586105347
0.7882353067398071,1.2226194143295288,1329,69,,
,,1329,69,13.247058868408203,1.2247183322906494
0.7970588207244873,1.2233866453170776,1348,70,,
,,1348,70,13.177033424377441,1.2241759300231934
0.7941176295280457,1.237945556640625,1367,71,,
,,1367,71,12.887882232666016,1.2329379320144653
0.7911764979362488,1.2319962978363037,1386,72,,
,,1386,72,12.926862716674805,1.2626559734344482
0.7970588207244873,1.2266411781311035,1405,73,,
,,1405,73,12.858259201049805,1.2426563501358032
0.800000011920929,1.2259958982467651,1424,74,,
,,1424,74,13.273250579833984,1.230944275856018
0.800000011920929,1.2234265804290771,1443,75,,
,,1443,75,13.727171897888184,1.226901650428772
0.8058823347091675,1.222654938697815,1462,76,,
,,1462,76,13.275111198425293,1.2242344617843628
0.8117647171020508,1.2237269878387451,1481,77,,
,,1481,77,13.87453842163086,1.2247623205184937
0.8088235259056091,1.2227517366409302,1500,78,,
,,1500,78,13.213495254516602,1.2243489027023315
0.7735294103622437,1.2244882583618164,1519,79,,
,,1519,79,13.390424728393555,1.2237828969955444
0.820588231086731,1.2225639820098877,1538,80,,
,,1538,80,14.541548728942871,1.2233819961547852
0.8029412031173706,1.2245287895202637,1557,81,,
,,1557,81,14.142329216003418,1.222516417503357
0.7970588207244873,1.2253528833389282,1576,82,,
,,1576,82,13.267499923706055,1.225404977798462
0.7911764979362488,1.2225455045700073,1595,83,,
,,1595,83,13.445884704589844,1.2226250171661377
0.800000011920929,1.222961187362671,1614,84,,
,,1614,84,13.707779884338379,1.2227201461791992
0.8117647171020508,1.222569227218628,1633,85,,
,,1633,85,14.000587463378906,1.2219754457473755
0.8029412031173706,1.222341537475586,1652,86,,
,,1652,86,14.417593002319336,1.2217947244644165
0.800000011920929,1.2232428789138794,1671,87,,
,,1671,87,14.538236618041992,1.2229673862457275
0.8058823347091675,1.2224490642547607,1690,88,,
,,1690,88,14.403587341308594,1.2224094867706299
0.8117647171020508,1.2224771976470947,1709,89,,
,,1709,89,14.389174461364746,1.2222107648849487
0.8088235259056091,1.2225819826126099,1728,90,,
,,1728,90,14.304847717285156,1.2219194173812866
0.8176470398902893,1.222274899482727,1747,91,,
,,1747,91,13.726924896240234,1.2217193841934204
0.800000011920929,1.2221273183822632,1766,92,,
,,1766,92,14.254225730895996,1.2222651243209839
0.8176470398902893,1.2221767902374268,1785,93,,
,,1785,93,14.855050086975098,1.2217116355895996
0.8176470398902893,1.2221568822860718,1804,94,,
,,1804,94,13.904539108276367,1.2220327854156494
0.800000011920929,1.222109317779541,1823,95,,
,,1823,95,13.206751823425293,1.2212488651275635
0.8176470398902893,1.2222729921340942,1842,96,,
,,1842,96,13.637311935424805,1.2212632894515991
0.8029412031173706,1.2219258546829224,1861,97,,
,,1861,97,13.610554695129395,1.2214016914367676
0.7911764979362488,1.2219228744506836,1880,98,,
,,1880,98,13.943129539489746,1.2216300964355469
0.8088235259056091,1.2223069667816162,1899,99,,
,,1899,99,14.25147819519043,1.221240758895874
