val_acc,val_loss,epoch,step,train_epoch_time,train_loss
,,65,5345,14.4766206741333,1.2562360763549805
0.5168970823287964,1.5245730876922607,66,5426,,
,,66,5426,15.36095905303955,1.2562158107757568
0.5168970823287964,1.5232168436050415,67,5507,,
,,67,5507,16.354907989501953,1.2558300495147705
0.518433153629303,1.5235894918441772,68,5588,,
,,68,5588,13.620651245117188,1.2569926977157593
0.5192012190818787,1.5226064920425415,69,5669,,
,,69,5669,13.89130973815918,1.2555009126663208
0.5199692845344543,1.5217941999435425,70,5750,,
,,70,5750,13.923940658569336,1.255092978477478
0.5076804757118225,1.5337146520614624,71,5831,,
,,71,5831,14.181533813476562,1.2523834705352783
0.5099846124649048,1.5296378135681152,72,5912,,
,,72,5912,13.840377807617188,1.2442047595977783
0.5069124698638916,1.53360915184021,73,5993,,
,,73,5993,13.780964851379395,1.2458844184875488
0.5084485411643982,1.5315821170806885,74,6074,,
,,74,6074,14.622282028198242,1.2437456846237183
0.5115207433700562,1.5295575857162476,75,6155,,
,,75,6155,14.121060371398926,1.2440118789672852
0.5115207433700562,1.5321589708328247,76,6236,,
,,76,6236,15.589855194091797,1.2433501482009888
0.5038402676582336,1.537488579750061,77,6317,,
,,77,6317,14.187529563903809,1.2461191415786743
0.5053763389587402,1.5344401597976685,78,6398,,
,,78,6398,14.576026916503906,1.247977614402771
0.5084485411643982,1.5307773351669312,79,6479,,
,,79,6479,13.7258939743042,1.2466692924499512
0.5153610110282898,1.5278806686401367,80,6560,,
,,80,6560,13.836601257324219,1.253551721572876
0.5138248801231384,1.528749704360962,81,6641,,
,,81,6641,14.058380126953125,1.253076434135437
0.5130568146705627,1.527698278427124,82,6722,,
,,82,6722,14.075685501098633,1.2528764009475708
0.5145929455757141,1.5267964601516724,83,6803,,
,,83,6803,13.567529678344727,1.2525438070297241
0.5153610110282898,1.5266752243041992,84,6884,,
,,84,6884,14.483527183532715,1.2525185346603394
0.5145929455757141,1.5261054039001465,85,6965,,
,,85,6965,13.315977096557617,1.2526112794876099
0.5161290168762207,1.5259771347045898,86,7046,,
,,86,7046,13.848221778869629,1.2523974180221558
0.5145929455757141,1.5263898372650146,87,7127,,
,,87,7127,13.977498054504395,1.2523200511932373
0.5153610110282898,1.526201605796814,88,7208,,
,,88,7208,14.78731632232666,1.252350926399231
0.5145929455757141,1.5262479782104492,89,7289,,
,,89,7289,14.011678695678711,1.2523329257965088
0.5138248801231384,1.5264041423797607,90,7370,,
,,90,7370,13.86137580871582,1.2522971630096436
0.5130568146705627,1.526538610458374,91,7451,,
,,91,7451,14.370147705078125,1.2522835731506348
0.5138248801231384,1.5266757011413574,92,7532,,
,,92,7532,14.03466510772705,1.2524585723876953
0.5130568146705627,1.527828335762024,93,7613,,
,,93,7613,14.524090766906738,1.2523610591888428
0.5138248801231384,1.5269725322723389,94,7694,,
,,94,7694,13.519308090209961,1.2522424459457397
0.5145929455757141,1.526780366897583,95,7775,,
,,95,7775,13.336002349853516,1.252326488494873
0.5145929455757141,1.5266023874282837,96,7856,,
,,96,7856,13.808382034301758,1.2523435354232788
0.5138248801231384,1.5278524160385132,97,7937,,
,,97,7937,11.68822193145752,1.2521817684173584
0.5145929455757141,1.5272067785263062,98,8018,,
,,98,8018,14.034491539001465,1.2521318197250366
0.5130568146705627,1.5285968780517578,99,8099,,
,,99,8099,13.367843627929688,1.2521165609359741
