val_acc,step,epoch,val_loss,train_loss,train_epoch_time
,1875,66,,1.2229219675064087,13.945594787597656
0.7644444704055786,1903,67,1.237856388092041,,
,1903,67,,1.2230467796325684,13.368269920349121
0.7644444704055786,1931,68,1.2386584281921387,,
,1931,68,,1.222353458404541,13.492588996887207
0.8422222137451172,1959,69,1.2381296157836914,,
,1959,69,,1.2222121953964233,13.28659439086914
0.7622222304344177,1987,70,1.238621473312378,,
,1987,70,,1.2219548225402832,13.91374683380127
0.804444432258606,2015,71,1.2384778261184692,,
,2015,71,,1.2220689058303833,13.316420555114746
0.7977777719497681,2043,72,1.2380656003952026,,
,2043,72,,1.221998929977417,14.40465259552002
0.7488889098167419,2071,73,1.239441156387329,,
,2071,73,,1.221800684928894,13.536590576171875
0.7733333110809326,2099,74,1.243341326713562,,
,2099,74,,1.2236701250076294,13.213017463684082
0.7933333516120911,2127,75,1.2342233657836914,,
,2127,75,,1.2230887413024902,13.135756492614746
0.7844444513320923,2155,76,1.2374485731124878,,
,2155,76,,1.2253209352493286,13.185742378234863
0.8111110925674438,2183,77,1.2351839542388916,,
,2183,77,,1.2273952960968018,13.265600204467773
0.7955555319786072,2211,78,1.2342255115509033,,
,2211,78,,1.227678894996643,13.109046936035156
0.8111110925674438,2239,79,1.2383387088775635,,
,2239,79,,1.222970724105835,12.910463333129883
0.7599999904632568,2267,80,1.2351465225219727,,
,2267,80,,1.22038996219635,13.197629928588867
0.8177777528762817,2295,81,1.2349379062652588,,
,2295,81,,1.2203075885772705,14.781734466552734
0.8177777528762817,2323,82,1.2351043224334717,,
,2323,82,,1.2203840017318726,14.887163162231445
0.8333333134651184,2351,83,1.235169768333435,,
,2351,83,,1.2207245826721191,13.582886695861816
0.7955555319786072,2379,84,1.2354035377502441,,
,2379,84,,1.2199476957321167,13.756895065307617
0.7799999713897705,2407,85,1.2356195449829102,,
,2407,85,,1.219603180885315,14.005008697509766
0.7888888716697693,2435,86,1.2355320453643799,,
,2435,86,,1.221806287765503,13.48910140991211
0.7844444513320923,2463,87,1.2359189987182617,,
,2463,87,,1.2190288305282593,13.412309646606445
0.8133333325386047,2491,88,1.234838843345642,,
,2491,88,,1.2208698987960815,13.25886344909668
0.8444444537162781,2519,89,1.2386372089385986,,
,2519,89,,1.220038890838623,13.695904731750488
0.8266666531562805,2547,90,1.2350293397903442,,
,2547,90,,1.2328938245773315,13.570599555969238
0.8222222328186035,2575,91,1.2283105850219727,,
,2575,91,,1.226604700088501,14.305181503295898
0.7866666913032532,2603,92,1.2333941459655762,,
,2603,92,,1.2287442684173584,13.347417831420898
0.800000011920929,2631,93,1.2330940961837769,,
,2631,93,,1.2208276987075806,13.145670890808105
0.800000011920929,2659,94,1.2321699857711792,,
,2659,94,,1.2169907093048096,11.949345588684082
0.8133333325386047,2687,95,1.2305474281311035,,
,2687,95,,1.2157261371612549,14.081141471862793
0.7844444513320923,2715,96,1.2308294773101807,,
,2715,96,,1.217789649963379,13.481710433959961
0.8088889122009277,2743,97,1.2237344980239868,,
,2743,97,,1.2243534326553345,13.682780265808105
0.8311111330986023,2771,98,1.228249430656433,,
,2771,98,,1.2187966108322144,13.904963493347168
0.8133333325386047,2799,99,1.2335867881774902,,
,2799,99,,1.2151999473571777,14.123336791992188
