val_acc,step,epoch,val_loss,train_epoch_time,train_loss
,1875,66,,7.115688323974609,1.359349250793457
0.7666666507720947,1903,67,1.2863982915878296,,
,1903,67,,7.1575469970703125,1.3610687255859375
0.7377777695655823,1931,68,1.2880572080612183,,
,1931,68,,7.154671669006348,1.360076904296875
0.7222222089767456,1959,69,1.2862999439239502,,
,1959,69,,7.218430995941162,1.358935832977295
0.7311111092567444,1987,70,1.2948535680770874,,
,1987,70,,7.309745788574219,1.3608317375183105
0.7333333492279053,2015,71,1.29365873336792,,
,2015,71,,7.084064960479736,1.3598902225494385
0.7711111307144165,2043,72,1.2954988479614258,,
,2043,72,,7.154380798339844,1.3602278232574463
0.7377777695655823,2071,73,1.2849175930023193,,
,2071,73,,6.289722442626953,1.359740972518921
0.7355555295944214,2099,74,1.28947114944458,,
,2099,74,,6.146238327026367,1.359872579574585
0.7377777695655823,2127,75,1.2903715372085571,,
,2127,75,,7.422733306884766,1.359709620475769
0.7333333492279053,2155,76,1.2919074296951294,,
,2155,76,,7.13259744644165,1.3599210977554321
0.7333333492279053,2183,77,1.2873624563217163,,
,2183,77,,7.202085971832275,1.3583077192306519
0.746666669845581,2211,78,1.2893856763839722,,
,2211,78,,7.099334716796875,1.3605035543441772
0.7355555295944214,2239,79,1.2870277166366577,,
,2239,79,,7.1541829109191895,1.3588292598724365
0.7311111092567444,2267,80,1.2899487018585205,,
,2267,80,,7.187126159667969,1.3591076135635376
0.7333333492279053,2295,81,1.2865692377090454,,
,2295,81,,7.39813232421875,1.3596101999282837
0.757777750492096,2323,82,1.2961682081222534,,
,2323,82,,7.02125358581543,1.3579747676849365
0.7377777695655823,2351,83,1.2848973274230957,,
,2351,83,,7.090501308441162,1.356772541999817
0.7488889098167419,2379,84,1.2823972702026367,,
,2379,84,,7.232864856719971,1.3580243587493896
0.7333333492279053,2407,85,1.291409969329834,,
,2407,85,,7.016121864318848,1.3582658767700195
0.7288888692855835,2435,86,1.286577582359314,,
,2435,86,,6.926286220550537,1.3585959672927856
0.7400000095367432,2463,87,1.2890346050262451,,
,2463,87,,7.251681327819824,1.3598852157592773
0.7511110901832581,2491,88,1.2800016403198242,,
,2491,88,,6.904422760009766,1.3569443225860596
0.7288888692855835,2519,89,1.2799944877624512,,
,2519,89,,7.331517219543457,1.3575053215026855
0.7444444298744202,2547,90,1.284040093421936,,
,2547,90,,7.047057151794434,1.3575108051300049
0.7488889098167419,2575,91,1.2792459726333618,,
,2575,91,,6.140171051025391,1.3574752807617188
0.7511110901832581,2603,92,1.2782589197158813,,
,2603,92,,6.14600944519043,1.3579399585723877
0.742222249507904,2631,93,1.27841317653656,,
,2631,93,,6.457078456878662,1.3579127788543701
0.7377777695655823,2659,94,1.2860996723175049,,
,2659,94,,7.0474042892456055,1.3570224046707153
0.7555555701255798,2687,95,1.2859296798706055,,
,2687,95,,7.241375923156738,1.357832431793213
0.7288888692855835,2715,96,1.280932903289795,,
,2715,96,,7.032634735107422,1.3573428392410278
0.7488889098167419,2743,97,1.2800568342208862,,
,2743,97,,7.063202857971191,1.3569566011428833
0.7200000286102295,2771,98,1.2834229469299316,,
,2771,98,,7.756931304931641,1.356730341911316
0.7444444298744202,2799,99,1.283080816268921,,
,2799,99,,7.5792694091796875,1.3574856519699097
