step,val_acc,val_loss,epoch,train_loss,train_epoch_time
1291,,,67,1.4763375520706177,5.821378707885742
1310,0.6264705657958984,1.456518292427063,68,,
1310,,,68,1.4781105518341064,5.445469856262207
1329,0.6205882430076599,1.455321192741394,69,,
1329,,,69,1.4760940074920654,5.734750747680664
1348,0.6176470518112183,1.4548680782318115,70,,
1348,,,70,1.4756946563720703,5.495828628540039
1367,0.6088235378265381,1.455291986465454,71,,
1367,,,71,1.47590172290802,6.230986595153809
1386,0.6294117569923401,1.4496887922286987,72,,
1386,,,72,1.472953200340271,5.764996528625488
1405,0.6176470518112183,1.4477849006652832,73,,
1405,,,73,1.4711674451828003,5.471223831176758
1424,0.6176470518112183,1.4484622478485107,74,,
1424,,,74,1.4700196981430054,5.655421733856201
1443,0.6294117569923401,1.4450849294662476,75,,
1443,,,75,1.468550443649292,5.450291633605957
1462,0.6352941393852234,1.4455777406692505,76,,
1462,,,76,1.4674267768859863,5.551184177398682
1481,0.6147058606147766,1.4425135850906372,77,,
1481,,,77,1.4682433605194092,6.594901084899902
1500,0.6176470518112183,1.4456366300582886,78,,
1500,,,78,1.468381643295288,5.7924933433532715
1519,0.6294117569923401,1.4425897598266602,79,,
1519,,,79,1.464491605758667,5.630666255950928
1538,0.6029411554336548,1.4404118061065674,80,,
1538,,,80,1.4648271799087524,5.866573333740234
1557,0.6058823466300964,1.4453186988830566,81,,
1557,,,81,1.4663323163986206,5.279370307922363
1576,0.6205882430076599,1.4390064477920532,82,,
1576,,,82,1.4633052349090576,5.46495246887207
1595,0.6029411554336548,1.4383524656295776,83,,
1595,,,83,1.4642993211746216,5.655913352966309
1614,0.6441176533699036,1.4388976097106934,84,,
1614,,,84,1.4646978378295898,5.731197357177734
1633,0.6117647290229797,1.4386787414550781,85,,
1633,,,85,1.4639579057693481,5.570359230041504
1652,0.6147058606147766,1.4455070495605469,86,,
1652,,,86,1.463492751121521,5.4807586669921875
1671,0.5735294222831726,1.4516619443893433,87,,
1671,,,87,1.4718767404556274,6.081357955932617
1690,0.6205882430076599,1.4357218742370605,88,,
1690,,,88,1.4707868099212646,5.398550033569336
1709,0.6176470518112183,1.4343167543411255,89,,
1709,,,89,1.4587284326553345,5.666118144989014
1728,0.6088235378265381,1.4338057041168213,90,,
1728,,,90,1.4576294422149658,5.8144683837890625
1747,0.6058823466300964,1.4372385740280151,91,,
1747,,,91,1.4571102857589722,6.2341814041137695
1766,0.6235294342041016,1.4319208860397339,92,,
1766,,,92,1.45804762840271,5.753668785095215
1785,0.6235294342041016,1.4319281578063965,93,,
1785,,,93,1.456561803817749,6.064733982086182
1804,0.6529411673545837,1.4310022592544556,94,,
1804,,,94,1.4547038078308105,5.757006645202637
1823,0.6117647290229797,1.4319485425949097,95,,
1823,,,95,1.4549503326416016,5.462156772613525
1842,0.6499999761581421,1.4294631481170654,96,,
1842,,,96,1.4542683362960815,5.718327522277832
1861,0.6235294342041016,1.4330755472183228,97,,
1861,,,97,1.4545007944107056,5.393739700317383
1880,0.6323529481887817,1.432139277458191,98,,
1880,,,98,1.453555703163147,5.4538116455078125
1899,0.6088235378265381,1.4291719198226929,99,,
1899,,,99,1.4540150165557861,6.534891128540039
