epoch,val_loss,val_acc,step,train_epoch_time,train_loss
68,1.5462234020233154,0.4600938856601715,758,,
68,,,758,8.487873077392578,1.2934235334396362
69,1.5453332662582397,0.4647887349128723,769,,
69,,,769,8.802434921264648,1.2947958707809448
70,1.5473099946975708,0.4530516564846039,780,,
70,,,780,8.566011428833008,1.2920018434524536
71,1.5520687103271484,0.4553990662097931,791,,
71,,,791,8.54983139038086,1.2940012216567993
72,1.5673816204071045,0.4483568072319031,802,,
72,,,802,8.787883758544922,1.2966266870498657
73,1.5444927215576172,0.47417840361595154,813,,
73,,,813,8.853045463562012,1.2930669784545898
74,1.5445079803466797,0.4577464759349823,824,,
74,,,824,9.75808048248291,1.2914360761642456
75,1.552395224571228,0.46948355436325073,835,,
75,,,835,8.565393447875977,1.291359543800354
76,1.560547113418579,0.4553990662097931,846,,
76,,,846,8.707499504089355,1.2902230024337769
77,1.5619778633117676,0.43427228927612305,857,,
77,,,857,9.47610855102539,1.2939432859420776
78,1.546210527420044,0.4507042169570923,868,,
78,,,868,9.037178039550781,1.2955058813095093
79,1.5497523546218872,0.4671361446380615,879,,
79,,,879,8.906879425048828,1.2904473543167114
80,1.5547771453857422,0.44600939750671387,890,,
80,,,890,8.797796249389648,1.2883944511413574
81,1.549068808555603,0.4577464759349823,901,,
81,,,901,9.15598201751709,1.2878217697143555
82,1.5445743799209595,0.4647887349128723,912,,
82,,,912,9.265604019165039,1.2886531352996826
83,1.5642259120941162,0.4530516564846039,923,,
83,,,923,8.970151901245117,1.2872273921966553
84,1.5339070558547974,0.5023474097251892,934,,
84,,,934,8.74821662902832,1.2899792194366455
85,1.546866774559021,0.4577464759349823,945,,
85,,,945,8.718169212341309,1.2908507585525513
86,1.5420100688934326,0.4671361446380615,956,,
86,,,956,8.75898551940918,1.2893080711364746
87,1.5580708980560303,0.4553990662097931,967,,
87,,,967,8.73067855834961,1.2907252311706543
88,1.5591094493865967,0.44366195797920227,978,,
88,,,978,8.798879623413086,1.2881578207015991
89,1.5418791770935059,0.4624413251876831,989,,
89,,,989,8.8096923828125,1.289362907409668
90,1.550756573677063,0.4577464759349823,1000,,
90,,,1000,8.105318069458008,1.2860842943191528
91,1.553497076034546,0.4577464759349823,1011,,
91,,,1011,8.208206176757812,1.2860342264175415
92,1.5564610958099365,0.4483568072319031,1022,,
92,,,1022,8.945806503295898,1.2869247198104858
93,1.5424268245697021,0.48122066259384155,1033,,
93,,,1033,8.828683853149414,1.2879072427749634
94,1.563425898551941,0.44600939750671387,1044,,
94,,,1044,8.675996780395508,1.2850955724716187
95,1.5525513887405396,0.4600938856601715,1055,,
95,,,1055,8.649712562561035,1.2891706228256226
96,1.5460866689682007,0.47183099389076233,1066,,
96,,,1066,8.45634651184082,1.2880703210830688
97,1.5450395345687866,0.4624413251876831,1077,,
97,,,1077,8.909425735473633,1.2844411134719849
98,1.5453773736953735,0.4671361446380615,1088,,
98,,,1088,8.822956085205078,1.2846195697784424
99,1.555943250656128,0.4530516564846039,1099,,
99,,,1099,8.951756477355957,1.2854005098342896
