val_loss,step,epoch,train_loss,train_epoch_time
,329,54,0.461473673582077,9.082086563110352
0.48980388045310974,335,55,,
,335,55,0.4491322636604309,9.810751914978027
0.456535667181015,341,56,,
,341,56,0.475659042596817,9.483419418334961
0.4824926257133484,347,57,,
,347,57,0.4663802683353424,9.582962036132812
0.4939388334751129,353,58,,
,353,58,0.4726453125476837,9.35935115814209
0.5324629545211792,359,59,,
,359,59,0.47284093499183655,9.658611297607422
0.4795587658882141,365,60,,
,365,60,0.47894155979156494,8.681821823120117
0.5236604809761047,371,61,,
,371,61,0.48510679602622986,9.304449081420898
0.5492397546768188,377,62,,
,377,62,0.4656895697116852,9.648590087890625
0.45161160826683044,383,63,,
,383,63,0.4680134057998657,9.294116020202637
0.5391254425048828,389,64,,
,389,64,0.4585810601711273,7.727657318115234
0.5548985600471497,395,65,,
,395,65,0.4575798511505127,8.892861366271973
0.4605870842933655,401,66,,
,401,66,0.4476224184036255,8.658388137817383
0.442683607339859,407,67,,
,407,67,0.4781411588191986,9.16287612915039
0.6266738176345825,413,68,,
,413,68,0.4477995038032532,9.8190336227417
0.5343080759048462,419,69,,
,419,69,0.48086193203926086,9.965700149536133
0.46357160806655884,425,70,,
,425,70,0.49118727445602417,9.569611549377441
0.5007843971252441,431,71,,
,431,71,0.47303441166877747,9.4420804977417
0.5051431655883789,437,72,,
,437,72,0.4706879258155823,9.651571273803711
0.5032654404640198,443,73,,
,443,73,0.4928303360939026,8.879937171936035
0.4328993260860443,449,74,,
,449,74,0.4767434895038605,9.747488021850586
0.5096211433410645,455,75,,
,455,75,0.4748905301094055,8.399805068969727
0.47060269117355347,461,76,,
,461,76,0.45736634731292725,7.992855072021484
0.4613451361656189,467,77,,
,467,77,0.459805428981781,7.923951625823975
0.5719016790390015,473,78,,
,473,78,0.4714250862598419,7.886623859405518
0.46600794792175293,479,79,,
,479,79,0.46044135093688965,7.97468376159668
0.4427615702152252,485,80,,
,485,80,0.4915059208869934,7.97264289855957
0.475752592086792,491,81,,
,491,81,0.4383127689361572,8.569414138793945
0.48630279302597046,497,82,,
,497,82,0.4565700888633728,8.037249565124512
0.5310124158859253,503,83,,
,503,83,0.4368252158164978,8.07714557647705
0.48329076170921326,509,84,,
,509,84,0.46098148822784424,8.07023811340332
0.43581193685531616,515,85,,
,515,85,0.45477527379989624,8.101213455200195
0.444161981344223,521,86,,
,521,86,0.43732476234436035,7.871307373046875
0.47753438353538513,527,87,,
,527,87,0.4448658227920532,7.8716325759887695
0.40506333112716675,533,88,,
,533,88,0.45915213227272034,8.00004768371582
0.4111545979976654,539,89,,
,539,89,0.46356523036956787,8.232577323913574
0.5687934160232544,545,90,,
,545,90,0.45950227975845337,7.979142189025879
0.5100200176239014,551,91,,
,551,91,0.45767733454704285,7.687176704406738
0.396626353263855,557,92,,
,557,92,0.4475901126861572,7.195869445800781
0.4861995577812195,563,93,,
,563,93,0.46439486742019653,9.227190017700195
0.49982768297195435,569,94,,
,569,94,0.43988561630249023,9.691780090332031
0.4081045091152191,575,95,,
,575,95,0.4549778699874878,9.459254264831543
0.44746294617652893,581,96,,
,581,96,0.4580899477005005,9.288338661193848
0.507401168346405,587,97,,
,587,97,0.45590850710868835,9.255331039428711
0.5057645440101624,593,98,,
,593,98,0.4603590965270996,9.23317813873291
0.446666419506073,599,99,,
,599,99,0.4791099429130554,8.842796325683594
