val_loss,step,epoch,train_loss,train_epoch_time
0.6914507150650024,5,0,,
,5,0,0.6966990828514099,4.230518341064453
0.6903361082077026,11,1,,
,11,1,0.6947510838508606,6.588029861450195
0.6883221864700317,17,2,,
,17,2,0.6942402124404907,6.691616058349609
0.6901438236236572,23,3,,
,23,3,0.6922548413276672,6.832062721252441
0.6927365660667419,29,4,,
,29,4,0.6937193870544434,7.1227569580078125
0.6804916858673096,35,5,,
,35,5,0.6902956962585449,7.2348222732543945
0.6914043426513672,41,6,,
,41,6,0.6916677951812744,7.068814277648926
0.678676426410675,47,7,,
,47,7,0.6854314804077148,7.207862377166748
0.6918915510177612,53,8,,
,53,8,0.6845182776451111,7.280419826507568
0.6956221461296082,59,9,,
,59,9,0.6846098303794861,7.1898393630981445
0.6818978786468506,65,10,,
,65,10,0.6747790575027466,7.195827484130859
0.6409043073654175,71,11,,
,71,11,0.6631667017936707,7.303231239318848
0.5720380544662476,77,12,,
,77,12,0.5916260480880737,8.079500198364258
0.5361007452011108,83,13,,
,83,13,0.594170093536377,9.882490158081055
0.5153073072433472,89,14,,
,89,14,0.5845831036567688,9.369654655456543
0.5028722286224365,95,15,,
,95,15,0.5328159332275391,9.678825378417969
0.486584335565567,101,16,,
,101,16,0.5411288738250732,9.472742080688477
0.5351541042327881,107,17,,
,107,17,0.5370696783065796,8.906771659851074
0.510543704032898,113,18,,
,113,18,0.535423755645752,8.555625915527344
0.5105611681938171,119,19,,
,119,19,0.5412896275520325,10.153412818908691
0.4903528094291687,125,20,,
,125,20,0.5182198286056519,10.352202415466309
0.48752379417419434,131,21,,
,131,21,0.5302048325538635,9.267231941223145
0.4968445897102356,137,22,,
,137,22,0.5137037634849548,9.882472038269043
0.5015112161636353,143,23,,
,143,23,0.5408071875572205,9.557693481445312
0.4697709083557129,149,24,,
,149,24,0.5442741513252258,8.60306167602539
0.5042123198509216,155,25,,
,155,25,0.5313310027122498,9.992542266845703
0.48615461587905884,161,26,,
,161,26,0.5135378837585449,7.705538749694824
0.5074451565742493,167,27,,
,167,27,0.5149150490760803,9.56690502166748
0.46484965085983276,173,28,,
,173,28,0.4861128330230713,9.617585182189941
0.4956556260585785,179,29,,
,179,29,0.515362024307251,9.157042503356934
0.4839060306549072,185,30,,
,185,30,0.524260938167572,9.271686553955078
0.4903028905391693,191,31,,
,191,31,0.5027827620506287,7.788095474243164
0.5045995712280273,197,32,,
,197,32,0.49436426162719727,7.386565208435059
0.5324777364730835,203,33,,
,203,33,0.4916727542877197,7.483640193939209
0.5504359006881714,209,34,,
,209,34,0.5046035051345825,7.256848335266113
0.566219687461853,215,35,,
,215,35,0.5016633868217468,7.093631744384766
0.5222753882408142,221,36,,
,221,36,0.4857258200645447,7.986984729766846
0.44727134704589844,227,37,,
,227,37,0.47133761644363403,7.675156593322754
0.45611485838890076,233,38,,
,233,38,0.512617290019989,7.140031337738037
0.4616181254386902,239,39,,
,239,39,0.4974531829357147,7.629713535308838
0.4880405068397522,245,40,,
,245,40,0.47156718373298645,7.442263603210449
0.4781119227409363,251,41,,
,251,41,0.47373828291893005,7.300534248352051
0.5331876277923584,257,42,,
,257,42,0.4583331346511841,7.666437149047852
0.5020378828048706,263,43,,
,263,43,0.47256574034690857,9.194368362426758
0.4273208677768707,269,44,,
,269,44,0.49871429800987244,7.777988910675049
0.48224860429763794,275,45,,
,275,45,0.5043752193450928,8.723072052001953
0.47834867238998413,281,46,,
,281,46,0.4869941771030426,7.250305652618408
0.4511989951133728,287,47,,
,287,47,0.47298455238342285,9.460894584655762
0.4749982953071594,293,48,,
,293,48,0.4890981912612915,9.176355361938477
0.4474875330924988,299,49,,
,299,49,0.4875018894672394,9.799932479858398
0.4575217366218567,305,50,,
,305,50,0.4695894122123718,9.819011688232422
0.4339718818664551,311,51,,
,311,51,0.4732544720172882,9.32712173461914
0.47595834732055664,317,52,,
,317,52,0.4825376570224762,9.24053955078125
0.5090517997741699,323,53,,
,323,53,0.4779771566390991,9.66913890838623
0.5532002449035645,329,54,,
