val_acc,step,val_loss,epoch,train_loss,train_epoch_time
,758,,68,1.4420222043991089,6.406434535980225
0.48356807231903076,769,1.5103645324707031,69,,
,769,,69,1.442204475402832,4.70391845703125
0.51408451795578,780,1.5009665489196777,70,,
,780,,70,1.4403795003890991,5.925375461578369
0.5070422291755676,791,1.5043776035308838,71,,
,791,,71,1.439371943473816,5.444809913635254
0.48826292157173157,802,1.507727861404419,72,,
,802,,72,1.438731074333191,6.646899223327637
0.5,813,1.5094504356384277,73,,
,813,,73,1.4393631219863892,4.682857036590576
0.5,824,1.5082182884216309,74,,
,824,,74,1.4415267705917358,5.366281509399414
0.48591548204421997,835,1.5128058195114136,75,,
,835,,75,1.4377049207687378,7.312125205993652
0.5117371082305908,846,1.501815915107727,76,,
,846,,76,1.438934087753296,5.926535606384277
0.47652581334114075,857,1.5183006525039673,77,,
,857,,77,1.4391916990280151,6.306071758270264
0.5,868,1.5044351816177368,78,,
,868,,78,1.4410300254821777,6.569643497467041
0.4906103312969208,879,1.5093395709991455,79,,
,879,,79,1.4364557266235352,6.072702407836914
0.5023474097251892,890,1.5106674432754517,80,,
,890,,80,1.4370545148849487,5.436312675476074
0.48356807231903076,901,1.517500638961792,81,,
,901,,81,1.4373339414596558,7.057541847229004
0.4906103312969208,912,1.5087767839431763,82,,
,912,,82,1.4359239339828491,7.148397922515869
0.5023474097251892,923,1.5099438428878784,83,,
,923,,83,1.4363961219787598,6.337279319763184
0.5023474097251892,934,1.5113539695739746,84,,
,934,,84,1.434226632118225,4.837946891784668
0.48591548204421997,945,1.511070728302002,85,,
,945,,85,1.436962366104126,4.817652702331543
0.47887325286865234,956,1.5220351219177246,86,,
,956,,86,1.4375945329666138,5.888986110687256
0.5023474097251892,967,1.5111979246139526,87,,
,967,,87,1.4343421459197998,5.937239646911621
0.5046948194503784,978,1.5059049129486084,88,,
,978,,88,1.4328370094299316,4.806356430053711
0.48826292157173157,989,1.51557195186615,89,,
,989,,89,1.4339854717254639,5.9185285568237305
0.5070422291755676,1000,1.508855938911438,90,,
,1000,,90,1.4324620962142944,7.021612167358398
0.5023474097251892,1011,1.5107630491256714,91,,
,1011,,91,1.4321337938308716,6.734410285949707
0.49295774102211,1022,1.5183244943618774,92,,
,1022,,92,1.435219407081604,6.196041107177734
0.48356807231903076,1033,1.51396644115448,93,,
,1033,,93,1.432334542274475,5.084524154663086
0.48826292157173157,1044,1.5145741701126099,94,,
,1044,,94,1.4319205284118652,5.275171279907227
0.5046948194503784,1055,1.5078186988830566,95,,
,1055,,95,1.43104887008667,5.429658889770508
0.47652581334114075,1066,1.5253348350524902,96,,
,1066,,96,1.4300763607025146,6.809788703918457
0.5,1077,1.5097399950027466,97,,
,1077,,97,1.4302211999893188,7.242795944213867
0.48826292157173157,1088,1.5196897983551025,98,,
,1088,,98,1.4293205738067627,5.601295471191406
0.4953051507472992,1099,1.5197447538375854,99,,
,1099,,99,1.4308223724365234,6.100706100463867
